Player,Team,Season,SeasonType,Games,Min,Pts,OReb,Dreb,Reb,Ast,Stl,Blk,TO,PF,FGM,FGA,FGPer,3PTM,3PTA,3PTPer,FTM,FTA,FTPer
Tracy McGrady,Rockets,2004-2005,POFF,7,43.12,30.71,1.71,5.71,7.43,6.71,1.57,1.43,3.71,2.86,11.14,24.43,0.456,2.43,6.57,0.37,6,7.29,0.824
Allen Iverson,76ers,2004-2005,REG,75,42.39,30.69,0.68,3.31,3.99,7.95,2.4,0.12,4.59,1.87,10.28,24.24,0.424,1.39,4.51,0.308,8.75,10.48,0.835
Carmelo Anthony,Nuggets,2009-2010,POFF,6,42.24,30.67,2.33,6.17,8.5,3.33,2,0.5,3.5,4.33,10.67,23,0.464,1,3.17,0.316,8.33,9.5,0.877
Shaquille O'Neal,Lakers,1997-1998,POFF,13,38.43,30.46,3.69,6.46,10.15,2.92,0.54,2.62,3.31,3.15,12.15,19.85,0.612,0,0,0,6.15,12.23,0.503
Shaquille O'Neal,Lakers,2000-2001,POFF,16,42.29,30.44,5.69,9.75,15.44,3.19,0.44,2.38,3.56,3.44,11.94,21.5,0.555,0,0,0,6.56,12.5,0.525
LeBron James,Heat,2011-2012,POFF,23,42.75,30.3,2.35,7.39,9.74,5.61,1.87,0.7,3.52,2.04,10.91,21.83,0.5,0.96,3.7,0.259,7.52,10.17,0.739
Kobe Bryant,Lakers,2008-2009,POFF,23,40.86,30.22,0.83,4.52,5.35,5.48,1.65,0.91,2.57,2.57,10.52,23.04,0.457,1.61,4.61,0.349,7.57,8.57,0.883
Dwyane Wade,Heat,2008-2009,REG,79,38.58,30.2,1.13,3.91,5.04,7.46,2.19,1.34,3.44,2.25,10.81,22.01,0.491,1.11,3.52,0.317,7.47,9.76,0.765
Kevin Durant,Thunder,2009-2010,REG,82,39.5,30.15,1.28,6.32,7.6,2.82,1.37,1.02,3.3,2.09,9.68,20.34,0.476,1.56,4.28,0.365,9.22,10.24,0.9
Kobe Bryant,Lakers,2007-2008,POFF,21,41.1,30.14,0.86,4.81,5.67,5.57,1.67,0.38,3.33,2.81,10.57,22.05,0.479,1.52,5.05,0.302,7.48,9.24,0.809
Stephen Curry,Warriors,2015-2016,REG,79,34.18,30.06,0.86,4.58,5.44,6.67,2.14,0.19,3.3,2.04,10.19,20.22,0.504,5.09,11.23,0.453,4.59,5.06,0.907
